ticket_id,customer_id,flight_id,category,ticket_text,sentiment_score,sentiment_label,severity,status,created_at,resolution_days
TKT001830,CUST0163,FLT00101,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,critical,resolved,2026-05-24,14
TKT001831,CUST0034,FLT00474,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,3
TKT001832,CUST0267,FLT00029,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,critical,closed,2026-05-24,3
TKT001833,CUST0284,FLT00173,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,open,2026-05-24,3
TKT001834,CUST0012,FLT00026,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,7
TKT001835,CUST0251,FLT00034,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,3
TKT001836,CUST0200,FLT00365,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001837,CUST0249,FLT00202,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,30
TKT001838,CUST0294,FLT00094,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,in_progress,2026-05-24,5
TKT001839,CUST0048,FLT00155,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,in_progress,2026-05-24,3
TKT001840,CUST0255,FLT00203,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,3
TKT001841,CUST0142,FLT00031,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001842,CUST0191,FLT00081,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,closed,2026-05-24,3
TKT001843,CUST0075,FLT00472,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,1
TKT001844,CUST0136,FLT00331,service,Meal not served in business class on this flight.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001845,CUST0001,FLT00052,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,3
TKT001846,CUST0173,FLT00223,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,open,2026-05-24,7
TKT001847,CUST0201,FLT00306,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,critical,closed,2026-05-24,3
TKT001848,CUST0098,FLT00015,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,in_progress,2026-05-24,5
TKT001849,CUST0276,FLT00045,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001850,CUST0009,FLT00262,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,14
TKT001851,CUST0065,FLT00411,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,5
TKT001852,CUST0090,FLT00093,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,open,2026-05-24,5
TKT001853,CUST0064,FLT00137,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,open,2026-05-24,5
TKT001854,CUST0123,FLT00353,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,resolved,2026-05-24,7
TKT001855,CUST0107,FLT00265,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,resolved,2026-05-24,1
TKT001856,CUST0057,FLT00012,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,low,closed,2026-05-24,14
TKT001857,CUST0243,FLT00356,service,Meal not served in business class on this flight.,0.0,neutral,medium,closed,2026-05-24,7
TKT001858,CUST0250,FLT00056,baggage,Extra baggage fee charged twice. Requesting immediate refund.,0.0,neutral,high,in_progress,2026-05-24,3
TKT001859,CUST0271,FLT00240,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001860,CUST0260,FLT00058,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,in_progress,2026-05-24,1
TKT001861,CUST0127,FLT00200,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,resolved,2026-05-24,5
TKT001862,CUST0163,FLT00277,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,high,closed,2026-05-24,5
TKT001863,CUST0127,FLT00320,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,medium,open,2026-05-24,3
TKT001864,CUST0179,FLT00083,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,closed,2026-05-24,5
TKT001865,CUST0129,FLT00282,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001866,CUST0022,FLT00337,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,5
TKT001867,CUST0228,FLT00419,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,resolved,2026-05-24,3
TKT001868,CUST0204,FLT00283,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,closed,2026-05-24,14
TKT001869,CUST0057,FLT00144,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,7
TKT001870,CUST0043,FLT00241,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,in_progress,2026-05-24,1
TKT001871,CUST0249,FLT00315,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,in_progress,2026-05-24,1
TKT001872,CUST0070,FLT00135,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,resolved,2026-05-24,30
TKT001873,CUST0103,FLT00149,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,in_progress,2026-05-24,30
TKT001874,CUST0174,FLT00285,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,14
TKT001875,CUST0194,FLT00411,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,7
TKT001876,CUST0123,FLT00451,service,Meal not served in business class on this flight.,0.0,neutral,low,closed,2026-05-24,3
TKT001877,CUST0097,FLT00224,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,open,2026-05-24,5
TKT001878,CUST0187,FLT00327,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,30
TKT001879,CUST0028,FLT00465,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,in_progress,2026-05-24,1
TKT001880,CUST0095,FLT00458,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,resolved,2026-05-24,5
TKT001881,CUST0276,FLT00229,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,closed,2026-05-24,7
TKT001882,CUST0174,FLT00242,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001883,CUST0109,FLT00147,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,1
TKT001884,CUST0047,FLT00136,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,closed,2026-05-24,5
TKT001885,CUST0085,FLT00388,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,14
TKT001886,CUST0237,FLT00265,service,Meal not served in business class on this flight.,0.0,neutral,high,closed,2026-05-24,30
TKT001887,CUST0020,FLT00142,service,Meal not served in business class on this flight.,0.0,neutral,high,in_progress,2026-05-24,30
TKT001888,CUST0270,FLT00195,service,Meal not served in business class on this flight.,0.0,neutral,high,resolved,2026-05-24,5
TKT001889,CUST0048,FLT00069,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,open,2026-05-24,1
TKT001890,CUST0257,FLT00374,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,resolved,2026-05-24,7
TKT001891,CUST0084,FLT00139,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,closed,2026-05-24,14
TKT001892,CUST0100,FLT00139,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001893,CUST0119,FLT00005,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,in_progress,2026-05-24,5
TKT001894,CUST0009,FLT00051,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,medium,resolved,2026-05-24,30
TKT001895,CUST0125,FLT00174,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,closed,2026-05-24,7
TKT001896,CUST0286,FLT00360,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,1
TKT001897,CUST0060,FLT00468,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,high,in_progress,2026-05-24,1
TKT001898,CUST0075,FLT00456,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,in_progress,2026-05-24,3
TKT001899,CUST0003,FLT00138,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,critical,in_progress,2026-05-24,5
TKT001900,CUST0259,FLT00359,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001901,CUST0183,FLT00172,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,7
TKT001902,CUST0241,FLT00070,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,resolved,2026-05-24,3
TKT001903,CUST0263,FLT00431,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,low,closed,2026-05-24,3
TKT001904,CUST0166,FLT00200,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,closed,2026-05-24,5
TKT001905,CUST0209,FLT00095,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,closed,2026-05-24,14
TKT001906,CUST0152,FLT00193,service,Meal not served in business class on this flight.,0.0,neutral,critical,resolved,2026-05-24,1
TKT001907,CUST0079,FLT00135,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,resolved,2026-05-24,3
TKT001908,CUST0093,FLT00257,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,closed,2026-05-24,3
TKT001909,CUST0043,FLT00114,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001910,CUST0175,FLT00021,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,high,resolved,2026-05-24,1
TKT001911,CUST0232,FLT00472,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,resolved,2026-05-24,5
TKT001912,CUST0260,FLT00258,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,low,in_progress,2026-05-24,30
TKT001913,CUST0199,FLT00310,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,3
TKT001914,CUST0261,FLT00078,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,5
TKT001915,CUST0021,FLT00298,service,Promised upgrade was not honored at boarding. Very disappointing.,-0.78,negative,medium,resolved,2026-05-24,7
TKT001916,CUST0251,FLT00086,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,high,closed,2026-05-24,5
TKT001917,CUST0059,FLT00309,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,open,2026-05-24,3
TKT001918,CUST0187,FLT00435,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,closed,2026-05-24,5
TKT001919,CUST0156,FLT00182,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,medium,open,2026-05-24,5
TKT001920,CUST0195,FLT00125,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,1
TKT001921,CUST0086,FLT00248,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,in_progress,2026-05-24,3
TKT001922,CUST0291,FLT00183,service,No staff present at the boarding gate. Completely disorganized.,0.05,neutral,medium,in_progress,2026-05-24,5
TKT001923,CUST0194,FLT00145,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,critical,closed,2026-05-24,1
TKT001924,CUST0065,FLT00166,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,low,in_progress,2026-05-24,5
TKT001925,CUST0170,FLT00405,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,low,in_progress,2026-05-24,30
TKT001926,CUST0103,FLT00444,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,resolved,2026-05-24,5
TKT001927,CUST0207,FLT00142,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,high,open,2026-05-24,3
TKT001928,CUST0182,FLT00474,refund,Flight cancelled but voucher not received. Reference pending.,0.0,neutral,low,open,2026-05-24,7
TKT001929,CUST0234,FLT00110,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,1
TKT001930,CUST0115,FLT00292,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,high,closed,2026-05-24,3
TKT001931,CUST0039,FLT00195,service,Meal not served in business class on this flight.,0.0,neutral,low,open,2026-05-24,14
TKT001932,CUST0236,FLT00243,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,1
TKT001933,CUST0238,FLT00280,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,low,resolved,2026-05-24,3
TKT001934,CUST0070,FLT00055,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,low,resolved,2026-05-24,3
TKT001935,CUST0104,FLT00164,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,open,2026-05-24,1
TKT001936,CUST0182,FLT00018,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,resolved,2026-05-24,1
TKT001937,CUST0237,FLT00044,delay,Missed connecting flight due to delay. Hotel expenses incurred.,-0.125,neutral,low,open,2026-05-24,3
TKT001938,CUST0176,FLT00027,refund,Refund requested 3 weeks ago. Still no response from the team.,0.0,neutral,medium,open,2026-05-24,14
TKT001939,CUST0148,FLT00403,delay,Flight delayed by 2 hours with no proactive communication from the airline.,0.0,neutral,high,resolved,2026-05-24,30
TKT001940,CUST0263,FLT00476,service,Meal not served in business class on this flight.,0.0,neutral,medium,open,2026-05-24,3
TKT001941,CUST0068,FLT00011,baggage,Bag lost on the ABJ connection. No updates after 3 days.,0.0,neutral,medium,resolved,2026-05-24,7
TKT001942,CUST0023,FLT00132,delay,Recurring delays on this route. Reliability is simply not acceptable.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT001943,CUST0192,FLT00195,service,Meal not served in business class on this flight.,0.0,neutral,medium,in_progress,2026-05-24,7
TKT001944,CUST0258,FLT00273,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,medium,resolved,2026-05-24,14
TKT001945,CUST0234,FLT00381,baggage,Luggage was damaged on arrival. Suitcase handle completely broken.,-0.4,negative,high,resolved,2026-05-24,7
